 ,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Type,Days,Time,Cap,Avail,Instructor,Date (DD-MM),Location,Attribute
 ,40293,ARCH,996,01,SK,7.5,Research ,SSI,,TBA,1,0,Clinton N  Westman (P),09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40012,ART,112,01,SK,6.0,Drawing I Foundation ,LEC,MTWR,13:30-16:20,26,4,Clinton W  Hunker (P), Xiao   Han ,09-May22-Jun,MURRY 190,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 1No Exam - Exemption Authorized
 ,40388,ART,141,02,SK,3.0,Sculpture I Foundation ,LEC,MTWR,13:30-16:20,22,5,William V  Lee (P),04-Jun22-Jun,RANNEX 129,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 1
 ,41433,ART,151,02,SK,3.0,Introductory Printmaking I ,LEC,MTWR,9:30-12:20,15,-1,Patrick M  Bulas (P),09-May30-May,MURRY 64,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 1
 ,41434,ART,152,02,SK,3.0,Introductory Printmaking II ,LEC,MTWR,9:30-12:20,15,12,Patrick M  Bulas (P),04-Jun22-Jun,MURRY 64,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 1
 ,40030,ART,161,01,SK,3.0,Foundation in Photography I ,LEC,MTWR,9:30-12:20,22,5,Frances E  Robson (P),09-May30-May,MURRY 182,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 1No Exam - Exemption Authorized
 ,41415,ART,235,02,SK,1.5,Digital Imagery ,LEC,M,17:30-20:20,33,7,Laura St.Pierre J  St. Pierre (P),09-May22-Jun,THORV S320,Audit Allowed with PermissionFine Arts Program Type1st Half of a Multi-term ClassOn Campus Student FeesTuition - Category 1
 ,41435,ART,251*,02,SK,3.0,Intermediate Printmaking ,LEC,MTWR,9:30-12:20,10,-1,Patrick M  Bulas (P),04-Jun22-Jun,MURRY 64,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 1
 ,41440,ART,298,01,SK,3.0,Chinese Brush Painting ,SEM,MR,9:30-12:20,25,1,Shawn   Zheng (P),09-May22-Jun,MURRY 291,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 1
 ,40020,ART,313*,01,SK,6.0,Printmaking III ,LEC,MTWR,9:30-12:20,5,-1,Patrick M  Bulas (P),09-May22-Jun,MURRY 64,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 1No Exam - Exemption Authorized
 ,41400,ART,398,01,SK,3.0,Animating Textiles: the Performative Impulse in Contemporary Fibre Arts ,SEM,MTWR,13:30-16:20,20,7,Mindy   Yan Miller (P),09-May30-May,RANNEX 129,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 1
 ,40022,ART,413*,01,SK,6.0,Printmaking IV ,LEC,MTWR,9:30-12:20,3,1,Patrick M  Bulas (P),09-May22-Jun,MURRY 64,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 1No Exam - Exemption Authorized
 ,40312,ART,423,01,SK,6.0,Special Studies Printmaking IDepartmental Approval Required,LEC,MTWR,9:30-12:20,3,3,Patrick M  Bulas (P),09-May22-Jun,MURRY 64,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 1No Exam - Exemption Authorized
 ,40219,ART,995,01,SK,7.5,MFA Exhibition ,SSI,,TBA,12,2,TBA,09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40063,ARTH,120,01,SK,3.0,Art and Visual Culture I ,LEC,MTWR,9:30-12:20,45,20,Sandra D  Herron (P),09-May30-May,ARTS 106,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 1
 ,40067,ARTH,121,01,SK,3.0,Art and Visual Culture II ,LEC,MTWR,9:30-12:20,45,16,Sandra D  Herron (P),04-Jun22-Jun,MURRY 299,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 1
 ,41328,ASKI,102,01,SK,3.0,Introduction to Legal Concepts in Resource Management ,MM,MTWRFSU,8:30-11:50,40,12,Benjamin A  Ralston (P),07-May22-Jun,AGRI 2E17,On Campus Student FeesTuition - Category 13
 ,41329,ASKI,105,01,SK,3.0,Economics and Planning ,MM,MTWRFSU,13:00-16:20,40,12,Juliano   Tupone (P),07-May22-Jun,AGRI 2E17,On Campus Student FeesTuition - Category 13
 ,41236,ASTR,104,W01,OFF,3.0,Astronomy of Planets ,WEB,,TBA,100,53,Daryl G  Janzen (P),09-May22-Jun,TBA,Distance Education UnitOff Campus Student FeesScience Program TypeTuition - Category 8
 ,40139,BIOC,994,01,SK,7.5,Research ,SSI,,TBA,50,41,Jeremy S  Lee (P),09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40197,BIOC,996,01,SK,7.5,Research ,SSI,,TBA,50,38,Jeremy S  Lee (P),09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40963,BLE,994,01,SK,7.5,Research ,SSI,,TBA,25,13,TBA,09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40964,BLE,996,01,SK,7.5,Research ,SSI,,TBA,25,14,TBA,09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,41345,BIOL,108,U15,PA,6.0,The Living Earth ,LEC,MF,9:00-11:50,30,12,Hamilton   Greenwood (P), David A  Halstead ,09-May22-Jun,PA ,Distance Education UnitGabriel Dumont CollegeA Multi-term CourseOff Campus Student FeesScience Program TypeTuition - Category 8
 ,40480,BIOL,120,01,SK,3.0,The Nature of Life ,LEC,MTWRF,8:30-10:50,112,47,Douglas H  Smith (P),09-May30-May,BIOL 106,On Campus Student FeesScience Program TypeTuition - Category 8
 ,40691,BIOL,224*,01,SK,3.0,Animal Body Systems ,LEC,MTWRF,8:30-10:40,60,28,Jorge J  Chedrese (P), Sheri A  Fisher , Daniel H  Schott ,04-Jun22-Jun,BIOL 125,On Campus Student FeesScience Program TypeTuition - Category 8
 ,40602,BIOL,228*,01,SK,3.0,An Introduction to Ecology and Ecosystems ,LEC,MTWRF,8:30-10:50,49,34,Dennis M  Lehmkuhl (P),09-May30-May,BIOL 125,On Campus Student FeesScience Program TypeTuition - Category 8
 ,41475,BIOL,898,02,SK,1.0,Using Program MARK for Estimation in Population EcologyDepartmental Approval Required,PRA,,TBA,1,0,Ray T  Alisauskas (P),09-May22-Jun,TBA,1st Half of a Multi-term ClassOn Campus Student FeesFee - Graduate Studies
 ,40140,BIOL,994,01,SK,7.5,Research ,SSI,,TBA,250,223,Ken E  Wilson (P),09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40198,BIOL,996,01,SK,7.5,Research ,SSI,,TBA,250,209,Ken E  Wilson (P),09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40204,BIOE,992,01,SK,7.5,Project ,SSI,,TBA,15,11,TBA,09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40138,BIOE,994,01,SK,7.5,Research ,SSI,,TBA,50,33,TBA,09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40196,BIOE,996,01,SK,7.5,Research ,SSI,,TBA,50,30,TBA,09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40896,BMSC,200*,W01,OFF,1.5,Biomolecules ,WEB,,TBA,150,86,Scott K  Napper (P),09-May22-Jun,TBA,Distance Education Unit1st Half of a Multi-term ClassOff Campus Student FeesScience Program TypeTuition - Category 8Class Is Offered On-Line Only
 ,41274,BMSC,230*,W01,OFF,1.5,Metabolism ,WEB,,TBA,150,61,Bill J  Roesler (P),09-May22-Jun,TBA,Distance Education Unit1st Half of a Multi-term ClassOff Campus Student FeesScience Program TypeTuition - Category 8
 ,40588,BIOS,994,01,SK,7.5,Masters Research in Biostatistics ,RES,,TBA,10,6,TBA,09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40589,BIOS,996,01,SK,7.5,PhD Research in Biostatistics ,RES,,TBA,10,3,TBA,09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40697,BAC,28*,01,SK,3.0,Organizational Behavior ,LEC,MW,18:30-21:20,30,8,Niran S  Harrison (P),09-May22-Jun,ESB 116,On Campus Student FeesBAC Flat Tuition Fee
 ,40698,CHE,811,01,SK,3.0,Principles and Applications of Heterogeneous CatalysisDepartmental Approval Required,LEC,MTWRF,15:00-16:50,10,3,Ajay K  Dalai (P),09-May22-Jun,ENG 1B77,Audit Allowed with PermissionOn Campus Student FeesFee - Graduate Studies
 ,40669,CHE,992,01,SK,7.5,Project ,SSI,,TBA,10,5,TBA,09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40142,CHE,994,01,SK,7.5,Research ,SSI,,TBA,50,33,TBA,09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40200,CHE,996,01,SK,7.5,Research ,SSI,,TBA,50,28,TBA,09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40079,CHEM,112,01,SK,3.0,General Chemistry I Structure Bonding and Properties of Materials ,LEC,MTWRF,8:30-10:50,96,10,Alexandra   Bartole-Scott (P),09-May30-May,ARTS 263,On Campus Student FeesScience Program TypeTuition - Category 8
 ,40438,CHEM,115*,02,SK,3.0,General Chemistry II Chemical Processes ,LEC,MTWRF,8:30-10:50,96,14,Pearson W  Ahiahonu (P),04-Jun22-Jun,ARTS 102,On Campus Student FeesScience Program TypeTuition - Category 8
 ,40144,CHEM,994,01,SK,7.5,Research ,SSI,,TBA,250,234,TBA,09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40201,CHEM,996,01,SK,7.5,Research ,SSI,,TBA,250,193,TBA,09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,41324,CHIN,214*,01,SK,3.0,Advanced Intermediate Chinese I ,LEC,MTWRF,13:30-15:50,30,6,Eleanor C  Shia (P),09-May30-May,ARTS 202,Humanities Program TypeOn Campus Student FeesTuition - Category 1
 ,40386,CE,992,01,SK,7.5,Project ,SSI,,TBA,20,14,TBA,09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40141,CE,994,01,SK,7.5,Research ,SSI,,TBA,250,203,TBA,09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40199,CE,996,01,SK,7.5,Research ,SSI,,TBA,250,225,TBA,09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,41401,CLAS,111,05,SK,3.0,Roman Civilization ,LEC,MTWRF,11:00-13:20,30,11,A. F  DeVito (P),04-Jun22-Jun,ARTS 105,Audit Allowed with PermissionHumanities Program TypeOn Campus Student FeesTuition - Category 1
 ,40409,COMM,101,01,SK,3.0,Introduction to Business ,LEC,TR,19:00-21:50,54,7,Grant A  Wilson (P),09-May22-Jun,ESB 12,On Campus Student FeesTuition - Category 4
 ,40410,COMM,105,01,SK,3.0,Introduction to Organizational Behaviour ,LEC,MW,11:30-14:20,47,5,Aloysius M  Newenham-Kahindi (P),09-May22-Jun,ESB 144,On Campus Student FeesTuition - Category 4
 ,40094,COMM,201,01,SK,3.0,Introduction to Financial Accounting ,LEC,MW,16:00-18:50,60,4,Paul R  Hildebrandt (P),09-May22-Jun,ESB 46,On Campus Student FeesTuition - Category 4
 ,40095,COMM,203*,01,SK,3.0,Introduction to Finance ,LEC,TR,17:30-20:20,54,5,Amarjit   Gill (P),09-May22-Jun,ESB 112,On Campus Student FeesTuition - Category 4
 ,40096,COMM,204,01,SK,3.0,Introduction to Marketing ,LEC,MW,19:00-21:50,60,9,Adam D  Slobodzian (P),09-May22-Jun,ESB 103,On Campus Student FeesTuition - Category 4
 ,40818,COMM,211,01,SK,3.0,Human Resource Management ,LEC,TR,13:00-15:50,52,26,David G  Kraichy (P),09-May22-Jun,ESB 144,On Campus Student FeesTuition - Category 4
 ,40695,COMM,306*,01,SK,3.0,Ethics and Strategic Decision Making ,LEC,TR,13:00-15:50,52,9,Ken E  Hackney (P),09-May22-Jun,ESB 46,On Campus Student FeesTuition - Category 4
 ,40098,COMM,321*,01,SK,3.0,Corporate Financial Reporting IDepartmental Approval Required,LEC,MW,16:00-18:50,50,1,Glen P  Kobussen (P),09-May22-Jun,ESB 144,On Campus Student FeesTuition - Category 4
 ,41160,COMM,321*,03,SK,3.0,Corporate Financial Reporting IDepartmental Approval Required,LEC,TR,19:00-21:50,50,8,Glen P  Kobussen (P),09-May22-Jun,ESB 103,On Campus Student FeesTuition - Category 4
 ,40869,COMM,371*,01,SK,1.5,Applied Security AnalysisDepartmental Approval Required,SEM,MW,16:00-17:20,10,8,Susan P  Milburn (P),09-May22-Jun,ESB 45,Audit Not Allowed1st Half of a Multi-term ClassOn Campus Student FeesTuition - Category 4
 ,40099,COMM,401*,01,SK,3.0,Business StrategyDepartmental Approval Required,SEM,TR,16:00-18:50,42,2,Tyler B  Case (P),09-May22-Jun,ESB 45,On Campus Student FeesTuition - Category 4
 ,40100,COMM,401*,03,SK,3.0,Business StrategyDepartmental Approval Required,SEM,TR,19:00-21:50,42,13,Ian J  Wilkinson (P),09-May22-Jun,ESB 3,On Campus Student FeesTuition - Category 4
 ,40101,COMM,402*,01,SK,3.0,Business NegotiationsDepartmental Approval Required,SEM,MW,13:00-15:50,45,2,Nili   Berner (P),09-May22-Jun,ESB 46,On Campus Student FeesTuition - Category 4
 ,40696,COMM,402*,03,SK,3.0,Business NegotiationsDepartmental Approval Required,SEM,MW,19:00-21:50,45,1,Nili   Berner (P),09-May22-Jun,ESB 46,On Campus Student FeesTuition - Category 4
 ,40868,COMM,471*,01,SK,1.5,Applied Investment ManagementDepartmental Approval Required,SEM,MW,16:00-17:20,15,6,Susan P  Milburn (P),09-May22-Jun,ESB 45,Audit Not Allowed1st Half of a Multi-term ClassOn Campus Student FeesTuition - Category 4
 ,40470,COMM,480*,01,OFF,7.5,Business Cooperative Education IIDepartmental Approval Required,COO,,TBA,102,1,Brent   Wellman (P),09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOff Campus Student FeesExclude from T2202A ProcessingTuition - Category 1
 ,41055,COMM,498,01,OFF,3.0,Research-Based StrategyDepartmental Approval Required,SEM,,TBA,20,0,Maureen A  Bourassa (P),09-May22-Jun,TBA,Off Campus Student FeesTuition - Category 4
 ,40702,CHEP,411,01,OFF,3.0,Northern Saskatchewan Practicum ,PRA,,TBA,20,7,Carlyn A  Seguin (P),21-May30-Jun,TBA,Off Campus Student FeesTuition - Category 8
 ,41154,CHEP,415*,02,OFF,3.0,Intern Practicum-Mozambique ,PRA,,TBA,20,16,TBA,01-Jun22-Jun,TBA,Off Campus Student FeesTuition - Category 8
 ,41155,CHEP,415*,03,OFF,3.0,Intern Practicum-Australia ,PRA,,TBA,20,18,Carlyn A  Seguin (P),15-May30-Jun,TBA,Off Campus Student FeesTuition - Category 8
 ,41371,CHEP,815,02,SK,3.0,Food Systems and Community HealthDepartmental Approval Required,LEC,MTWRF,9:30-12:20,10,2,Rachel R  Engler-Stringer (P),23-Apr11-May,NA NO ROOM,On Campus Student FeesFee - Graduate Studies
 ,41418,CHEP,898,02,SK,3.0,Get Real: Introduction to Realist MethodologyDepartmental Approval Required,LEC,MTWRF,8:00-16:50,15,8,Gary   Groot (P),04-Jun08-Jun,HLTH 2330,On Campus Student FeesFee - Graduate Studies
 ,40143,CHEP,994,01,SK,7.5,Research ,SSI,,TBA,100,70,Nazeem   Muhajarine (P),09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40203,CHEP,996,01,SK,7.5,Research ,SSI,,TBA,100,82,Nazeem   Muhajarine (P),09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,41263,CMPT,141,01,SK,3.0,Introduction to Computer Science ,LEC,TR,11:30-14:20,60,28,Ed S  Pokraka (P),09-May22-Jun,THORV 205A,On Campus Student FeesScience Program TypeTuition - Category 3
 ,41264,CMPT,141,L01,SK,0.0,Introduction to Computer Science ,LAB,TR,15:00-16:20,30,7,TBA,09-MAY22-JUN,THORV S311,No Academic CreditOn Campus Student FeesScience Program TypeNo Tuition Assessed
 ,41265,CMPT,141,L03,SK,0.0,Introduction to Computer Science ,LAB,TR,16:30-17:50,30,21,TBA,09-MAY22-JUN,THORV S311,No Academic CreditOn Campus Student FeesScience Program TypeNo Tuition Assessed
 ,41442,CMPT,145*,01,SK,1.5,Principles of Computer Science ,LEC,TR,12:30-13:50,100,34,Michael J  Long (P),09-May22-Jun,ARTS 102,1st Half of a Multi-term ClassOn Campus Student FeesScience Program TypeTuition - Category 3
 ,41443,CMPT,145,L01,SK,0.0,Principles of Computer Science ,LAB,T,11:00-12:20,35,13,TBA,09-MAY22-JUN,THORV S320,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesScience Program TypeNo Tuition Assessed
 ,41445,CMPT,145,L03,SK,0.0,Principles of Computer Science ,LAB,T,14:00-15:20,35,6,TBA,09-MAY22-JUN,THORV S320,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesScience Program TypeNo Tuition Assessed
 ,41446,CMPT,145,L05,SK,0.0,Principles of Computer Science ,LAB,R,14:00-15:20,35,20,TBA,09-MAY22-JUN,THORV S320,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesScience Program TypeNo Tuition Assessed
 ,40092,CMPT,214*,01,SK,3.0,Programming Principles and Practice ,LEC,TR,8:30-11:20,84,4,David F  Kreiser (P),09-May22-Jun,THORV 159,On Campus Student FeesScience Program TypeTuition - Category 3
 ,41137,CMPT,214,T01,SK,0.0,Programming Principles and Practice ,TUT,TR,12:00-13:20,42,2,TBA,09-MAY22-JUN,THORV S311,No Academic CreditOn Campus Student FeesScience Program TypeNo Tuition Assessed
 ,41138,CMPT,214,T03,SK,0.0,Programming Principles and Practice ,TUT,TR,13:30-14:50,42,2,TBA,09-MAY22-JUN,THORV S311,No Academic CreditOn Campus Student FeesScience Program TypeNo Tuition Assessed
 ,40471,CMPT,270*,01,SK,3.0,Developing Object-Oriented Systems ,LEC,MWF,8:30-10:20,74,6,Cyril M  Coupal (P),09-May22-Jun,THORV 124,On Campus Student FeesScience Program TypeTuition - Category 3
 ,41139,CMPT,270,T01,SK,0.0,Developing Object-Oriented Systems ,TUT,MWF,11:00-11:50,37,1,TBA,09-MAY22-JUN,THORV S311,No Academic CreditOn Campus Student FeesScience Program TypeNo Tuition Assessed
 ,41140,CMPT,270,T03,SK,0.0,Developing Object-Oriented Systems ,TUT,MWF,12:00-12:50,37,5,TBA,09-MAY22-JUN,THORV S311,No Academic CreditOn Campus Student FeesScience Program TypeNo Tuition Assessed
 ,40107,CMPT,401,U01,OFF,7.5,Professional Internship IDepartmental Approval Required,IN2,,TBA,45,15,Ellen K  Redlick (P),01-May30-Jun,TBA,Clinical placement / practicum1st Half of a Multi-term ClassNo Academic CreditOff Campus Student FeesScience Program TypeExclude from T2202A ProcessingTuition - Category 3
 ,41378,CMPT,402*,U01,OFF,7.5,Professional Internship II ,IN2,,TBA,5,4,Ellen K  Redlick (P),01-May30-Jun,TBA,Clinical placement / practicum1st Half of a Multi-term ClassNo Academic CreditOff Campus Student FeesScience Program TypeExclude from T2202A ProcessingTuition - Category 3
 ,40109,CMPT,403*,U01,OFF,7.5,Professional Internship III ,IN2,,TBA,45,42,Ellen K  Redlick (P),01-May30-Jun,TBA,Clinical placement / practicum1st Half of a Multi-term ClassNo Academic CreditOff Campus Student FeesScience Program TypeExclude from T2202A ProcessingTuition - Category 3
 ,40110,CMPT,404*,U01,OFF,7.5,Professional Internship IV ,IN2,,TBA,45,24,Ellen K  Redlick (P),01-May30-Jun,TBA,Clinical placement / practicum1st Half of a Multi-term ClassNo Academic CreditOff Campus Student FeesScience Program TypeExclude from T2202A ProcessingTuition - Category 3
 ,41686,CMPT,898,01,SK,3.0,Special Topics: Foundations of Games User ResearchDepartmental Approval Required,LEC,MTWRF,9:00-16:50,30,19,Regan L  Mandryk (P),18-Jun22-Jun,THORV 129,Audit Not AllowedOn Campus Student FeesFee - Graduate Studies
 ,40145,CMPT,994,01,SK,7.5,Research ,SSI,,TBA,100,24,Julita I  Vassileva (P),09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40202,CMPT,996,01,SK,7.5,Research ,SSI,,TBA,50,1,Julita I  Vassileva (P),09-May22-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40865,CORR,820,02,OFF,3.0,Law and Policy in Corrections ,SSI,,TBA,3,2,TBA,09-May22-Jun,TBA,Independent Studies ClassOff Campus Student FeesNo Tuition Assessed
 ,40866,CORR,830,02,OFF,4.0,Essential Elements of Forensic and Correctional Assessment ,SSI,,TBA,3,3,TBA,09-May22-Jun,TBA,Independent Studies ClassOff Campus Student FeesNo Tuition Assessed
 ,40867,CORR,840,02,OFF,3.0,Incorporating Effective Correctional Principles and Practices into Case Management ,SSI,,TBA,3,3,TBA,09-May22-Jun,TBA,Independent Studies ClassOff Campus Student FeesNo Tuition Assessed
 ,40862,CORR,850,01,OFF,7.0,Evidence Based Intervention with Criminal Offenders ,SSI,,TBA,3,3,TBA,09-May22-Jun,TBA,Independent Studies ClassOff Campus Student FeesNo Tuition Assessed
 ,40863,CORR,860,01,OFF,3.0,Research and Evaluation of Effective Correctional Treatment Principles Practices and Interventions ,SSI,,TBA,3,3,TBA,09-May22-Jun,TBA,Independent Studies ClassOff Campus Student FeesNo Tuition Assessed
 ,40769,CORR,870,01,OFF,1.5,Achieving Program Integrity Quality Assurance and Outcomes Through Clinical Supervision ,SSI,,TBA,3,3,TBA,09-May22-Jun,TBA,Independent Studies Class1st Half of a Multi-term ClassOff Campus Student FeesNo Tuition Assessed
