 ,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Type,Days,Time,Cap,Avail,Instructor,Date (DD-MM),Location,Attribute
 ,41607,ANTH,233*,61,SK,3.0,Anthropological Perspectives on Contemporary UkraineDepartmental Approval Required,LEC,MTWRF,9:30-12:20,5,0,Nadya O  Foty-Oneschuk (P), Natalia   Khanenko-Friesen , Tammy A  Marche ,26-Apr03-May,STM 260,Audit Allowed with PermissionStudy abroadOn Campus Student FeesSocial Sciences Program TypeSt. Thomas More College ClassTuition - Category 1
 ,40135,ANTH,994,01,SK,7.5,Research ,SSI,,TBA,20,6,Clinton N  Westman (P),08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,41475,APEC,996,1,SK,7.5,Research ,SSI,,TBA,10,8,Richard S  Gray (P),08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40195,APMC,996,01,SK,7.5,Research ,SSI,,TBA,20,18,TBA,08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,41489,ARCH,112,W01,OFF,1.5,The Human Journey Introduction to Archaeology and Biological Anthropology ,WEB,,TBA,30,12,Aileen A  Novecosky (P),08-May21-Jun,TBA,Distance Education Unit1st Half of a Multi-term ClassOff Campus Student FeesSocial Sciences Program TypeTuition - Category 8Class Is Offered On-Line Only
 ,41419,ARCH,361*,U01,OFF,6.0,Archaeological Field Methods ,FLD,MTWRF,9:00-15:00,30,18,Ernie G  Walker (P), Glenn S  Stuart ,08-May21-Jun,TBA,Field-based instructionOff Campus Student FeesSocial Sciences Program TypeTuition - Category 8Exam Date TBA by Instructor
 ,40137,ARCH,994,01,SK,7.5,Research ,SSI,,TBA,25,8,Clinton N  Westman (P), Glenn S  Stuart ,08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,41499,ART,110,W03,OFF,1.5,Art Today Ideas and Practices ,WEB,,TBA,100,75,Laura St.Pierre J  St. Pierre (P),08-May21-Jun,TBA,Distance Education UnitFine Arts Program Type1st Half of a Multi-term ClassOff Campus Student FeesTuition - Category 8Class Is Offered On-Line Only
 ,41528,ART,111,02,SK,6.0,Painting I Foundation ,LEC,MTWR,9:30-12:20,29,2,Clinton W  Hunker (P), Grant A  McConnell ,08-May21-Jun,MURRY 291,Audit Allowed with PermissionFine Arts Program TypeA Multi-term CourseOn Campus Student FeesTuition - Category 8
 ,40012,ART,112,01,SK,6.0,Drawing I Foundation ,LEC,MTWR,13:30-16:20,27,-1,Laura St.Pierre J  St. Pierre (P),08-May21-Jun,MURRY 190,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 8No Exam - Exemption Authorized
 ,40388,ART,141,02,SK,3.0,Sculpture I Foundation ,LEC,MTWR,13:30-16:20,22,4,Jordan L  Schwab (P),08-May29-May,RANNEX ,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 8
 ,41433,ART,151,02,SK,3.0,Introductory Printmaking I ,LEC,MTWR,9:30-12:20,28,2,Patrick M  Bulas (P),08-May29-May,MURRY 64,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 8
 ,41434,ART,152,02,SK,3.0,Introductory Printmaking II ,LEC,MTWR,9:30-12:20,25,3,Jacob L  Semko (P),03-Jun21-Jun,MURRY 64,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 8
 ,40030,ART,161,01,SK,3.0,Foundation in Photography I ,LEC,MTWR,17:30-20:20,22,10,Frances E  Robson (P),08-May29-May,MURRY 182,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 8No Exam - Exemption Authorized
 ,41531,ART,161,2,SK,3.0,Foundation in Photography I ,LEC,MTWR,13:30-16:20,24,8,Frances E  Robson (P),03-Jun21-Jun,MURRY 182,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 8
 ,41440,ART,298,01,SK,3.0,Chinese Brush Painting ,SEM,MWF,9:30-12:20,27,-1,Shawn   Zheng (P),08-May21-Jun,MURRY 190,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 8
 ,41532,ART,313*,02,SK,6.0,Printmaking III ,LEC,MTWR,9:30-12:20,5,2,Jacob L  Semko (P),03-Jun18-Jul,MURRY ,Audit Allowed with PermissionFine Arts Program TypeA Multi-term CourseOn Campus Student FeesTuition - Category 8
 ,41533,ART,413*,02,SK,6.0,Printmaking IV ,LEC,MTWR,9:30-12:20,5,4,Jacob L  Semko (P),03-Jun18-Jul,MURRY ,Audit Allowed with PermissionFine Arts Program TypeA Multi-term CourseOn Campus Student FeesTuition - Category 8
 ,41540,ART,422,1,SK,6.0,Special Studies Drawing and Related Work I ,LEC,MTWR,9:30-12:20,1,1,TBA,08-May21-Jun,TBA,Audit Allowed with PermissionFine Arts Program TypeA Multi-term CourseOn Campus Student FeesTuition - Category 8
 ,41659,ART,495,01,SK,0.0,BFA ExhibitionDepartmental Approval Required,LAB,,TBA,1,0,TBA,08-May21-Jun,TBA,Audit Allowed with PermissionFine Arts Program TypeNo Academic CreditOn Campus Student FeesNo Tuition Assessed
 ,40219,ART,995,01,SK,7.5,MFA Exhibition ,SSI,,TBA,12,5,Alison J  Norlen (P), John David   Graham ,08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40063,ARTH,120,01,SK,3.0,Art and Visual Culture I ,LEC,MTWR,9:30-12:20,45,12,Sandra D  Herron (P),08-May29-May,ARTS 210,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 1
 ,40067,ARTH,121,01,SK,3.0,Art and Visual Culture II ,LEC,MTWR,9:30-12:20,45,10,Sandra D  Herron (P),03-Jun21-Jun,ARTS 217,Audit Allowed with PermissionFine Arts Program TypeOn Campus Student FeesTuition - Category 1
 ,41328,ASKI,102,01,SK,3.0,Introduction to Legal Concepts in Resource Management ,MM,MTWRFSU,8:30-11:50,40,19,Shoshanna Y  Paul (P),06-May21-Jun,AGRI 2E17,On Campus Student FeesTuition - Category 13
 ,41329,ASKI,105,01,SK,3.0,Economics and Planning ,MM,MTWRFSU,13:00-16:20,40,20,Hayley F  Hesseln (P),06-May21-Jun,AGRI 2E17,On Campus Student FeesTuition - Category 13
 ,41236,ASTR,104,W01,OFF,3.0,Astronomy of Planets ,WEB,,TBA,100,43,Daryl G  Janzen (P),08-May21-Jun,TBA,Distance Education UnitOff Campus Student FeesScience Program TypeTuition - Category 8Class Is Offered On-Line Only
 ,40139,BIOC,994,01,SK,7.5,Research ,SSI,,TBA,50,39,Jeremy S  Lee (P),08-May21-Jun,NA NO_ROOM,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40197,BIOC,996,01,SK,7.5,Research ,SSI,,TBA,50,42,Jeremy S  Lee (P),08-May21-Jun,NA NO_ROOM,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40963,BLE,994,01,SK,7.5,Research ,SSI,,TBA,25,16,TBA,08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40964,BLE,996,01,SK,7.5,Research ,SSI,,TBA,25,14,TBA,08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,41345,BIOL,108,U15,PA,6.0,The Living Earth ,LEC,MF,9:00-11:50,30,17,Hamilton   Greenwood (P), David A  Halstead ,08-May21-Jun,TBA,Distance Education UnitGabriel Dumont CollegeA Multi-term CourseOff Campus Student FeesScience Program TypeTuition - Category 8
 ,40480,BIOL,120,01,SK,3.0,The Nature of Life ,LEC,MTWRF,8:30-10:50,112,39,Douglas H  Smith (P), James   Bush , Paul C  Dick ,08-May29-May,BIOL 106,On Campus Student FeesScience Program TypeTuition - Category 8
 ,41655,BIOL,883,02,SK,3.0,Ecology SeminarDepartmental Approval Required,SEM,,TBA,10,8,Douglas P  Chivers (P), Maud   Ferrari , Mike S  Pollock ,08-May29-May,NA NO_ROOM,On Campus Student FeesFee - Graduate Studies
 ,40140,BIOL,994,01,SK,7.5,Research ,SSI,,TBA,250,217,Douglas P  Chivers (P),08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40198,BIOL,996,01,SK,7.5,Research ,SSI,,TBA,250,206,Douglas P  Chivers (P),08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40204,BIOE,992,01,SK,7.5,Project ,SSI,,TBA,5,1,TBA,08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40138,BIOE,994,01,SK,7.5,Research ,SSI,,TBA,35,18,TBA,08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40196,BIOE,996,01,SK,7.5,Research ,SSI,,TBA,35,11,TBA,08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40896,BMSC,200*,W01,OFF,1.5,Biomolecules ,WEB,,TBA,150,79,Scott K  Napper (P),08-May21-Jun,TBA,Distance Education Unit1st Half of a Multi-term ClassOff Campus Student FeesScience Program TypeTuition - Category 8Class Is Offered On-Line Only
 ,41274,BMSC,230*,W01,OFF,1.5,Metabolism ,WEB,,TBA,150,64,Bill J  Roesler (P),08-May21-Jun,TBA,Distance Education Unit1st Half of a Multi-term ClassOff Campus Student FeesScience Program TypeTuition - Category 8Class Is Offered On-Line Only
 ,40588,BIOS,994,01,SK,7.5,Masters Research in Biostatistics ,RES,,TBA,12,4,TBA,08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40589,BIOS,996,01,SK,7.5,PhD Research in Biostatistics ,RES,,TBA,10,4,TBA,08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40698,CHE,811,01,SK,3.0,Principles and Applications of Heterogeneous CatalysisDepartmental Approval Required,LEC,MTWRF,15:00-17:20,10,5,Ajay K  Dalai (P),08-May21-Jun,ENG 2B53,Audit Allowed with PermissionOn Campus Student FeesFee - Graduate Studies
 ,40669,CHE,992,01,SK,7.5,Project ,SSI,,TBA,10,4,TBA,08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40142,CHE,994,01,SK,7.5,Research ,SSI,,TBA,50,23,TBA,08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40200,CHE,996,01,SK,7.5,Research ,SSI,,TBA,50,29,TBA,08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40079,CHEM,112,01,SK,3.0,General Chemistry I Structure Bonding and Properties of Materials ,LEC,MTWRF,8:30-10:50,96,10,David A  Sanders (P),08-May29-May,ARTS 134,On Campus Student FeesScience Program TypeTuition - Category 8
 ,40438,CHEM,115*,02,SK,3.0,General Chemistry II Chemical Processes ,LEC,MTWRF,8:30-10:50,96,29,Levent   Inci (P),03-Jun21-Jun,ARTS 133,On Campus Student FeesScience Program TypeTuition - Category 8
 ,40144,CHEM,994,01,SK,7.5,Research ,SSI,,TBA,250,236,Andrew P  Grosvenor (P),08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40201,CHEM,996,01,SK,7.5,Research ,SSI,,TBA,250,196,Andrew P  Grosvenor (P),08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40386,CE,992,01,SK,7.5,Project ,SSI,,TBA,20,8,Christopher D  Hawkes (P),08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40141,CE,994,01,SK,7.5,Research ,SSI,,TBA,250,194,Christopher D  Hawkes (P),08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40199,CE,996,01,SK,7.5,Research ,SSI,,TBA,250,222,TBA,08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,41510,CLAS,110,61,SK,3.0,Greek Civilization ,LEC,MTWRF,11:00-13:20,30,9,A. F  DeVito (P),03-Jun21-Jun,STM 200,Audit Allowed with PermissionHumanities Program TypeOn Campus Student FeesSt. Thomas More College ClassTuition - Category 1
 ,40409,COMM,101,01,SK,3.0,Introduction to Business ,LEC,TR,19:00-21:50,60,31,Brad W  Lawlor (P),08-May21-Jun,ESB 103,On Campus Student FeesTuition - Category 4
 ,40093,COMM,104,01,SK,3.0,Business Statistics I ,LEC,TR,16:00-18:50,60,30,Mustafa   Avci (P),08-May21-Jun,ARTS 108,On Campus Student FeesTuition - Category 4
 ,40410,COMM,105,01,SK,3.0,Introduction to Organizational Behaviour ,LEC,MW,11:30-14:20,50,27,Aloysius M  Newenham-Kahindi (P),08-May21-Jun,ESB 112,On Campus Student FeesTuition - Category 4
 ,41500,COMM,105,W01,OFF,3.0,Introduction to Organizational Behaviour ,WEB,,TBA,30,5,Carla R  Odnokon (P),08-May21-Jun,NA NO_ROOM,Distance Education UnitOff Campus Student FeesTuition - Category 4Class Is Offered On-Line Only
 ,40094,COMM,201,01,SK,3.0,Introduction to Financial Accounting ,LEC,MW,16:00-18:50,50,8,Ganesh   Vaidyanathan (P),08-May21-Jun,ESB 112,On Campus Student FeesTuition - Category 4
 ,40095,COMM,203*,01,SK,3.0,Introduction to Finance ,LEC,TR,16:00-18:50,60,3,Amarjit   Gill (P),08-May21-Jun,ESB 144,On Campus Student FeesTuition - Category 4
 ,40096,COMM,204,01,SK,3.0,Introduction to Marketing ,LEC,MW,19:00-21:50,60,25,Jane L  Caulfield (P),08-May21-Jun,ESB 103,On Campus Student FeesTuition - Category 4
 ,40818,COMM,211,01,SK,3.0,Human Resource Management ,LEC,TR,13:00-15:50,60,32,David G  Kraichy (P),08-May21-Jun,ESB 144,On Campus Student FeesTuition - Category 4
 ,40695,COMM,306*,01,SK,3.0,Ethics and Strategic Decision MakingDepartmental Approval Required,LEC,TR,13:00-15:50,60,30,Ken E  Hackney (P),08-May21-Jun,ESB 46,On Campus Student FeesTuition - Category 4
 ,40098,COMM,321*,01,SK,3.0,Corporate Financial Reporting IDepartmental Approval Required,LEC,MW,16:00-18:50,60,15,Julie A  Tsui (P),08-May21-Jun,ESB 46,On Campus Student FeesTuition - Category 4
 ,41160,COMM,321*,03,SK,3.0,Corporate Financial Reporting IDepartmental Approval Required,LEC,TR,19:00-21:50,60,20,Julie A  Tsui (P),08-May21-Jun,ESB 144,On Campus Student FeesTuition - Category 4
 ,40099,COMM,401*,01,SK,3.0,Business StrategyDepartmental Approval Required,SEM,TR,16:00-18:50,40,2,Lorelei G  Nickel (P),08-May21-Jun,ESB 112,On Campus Student FeesTuition - Category 4
 ,40100,COMM,401*,03,SK,3.0,Business StrategyDepartmental Approval Required,SEM,TR,19:00-21:50,40,12,Ian J  Wilkinson (P),08-May21-Jun,ESB 116,On Campus Student FeesTuition - Category 4
 ,41512,COMM,447*,01,SK,3.0,Entrepreneurship & Venture DevelopmentDepartmental Approval Required,SEM,MW,19:00-21:50,33,4,Grant A  Wilson (P),08-May21-Jun,ESB 45,On Campus Student FeesTuition - Category 4
 ,41513,COMM,447*,03,SK,3.0,Entrepreneurship & Venture DevelopmentDepartmental Approval Required,SEM,TR,16:00-18:50,33,0,Grant A  Wilson (P),08-May21-Jun,ARTS 213,On Campus Student FeesTuition - Category 4
 ,40470,COMM,480*,01,OFF,7.5,Business Cooperative Education IIDepartmental Approval Required,COO,,TBA,101,0,Brent   Wellman (P),08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOff Campus Student FeesExclude from T2202A ProcessingTuition - Category 1
 ,40702,CHEP,411,01,OFF,3.0,Northern Saskatchewan Practicum ,PRA,,TBA,20,6,TBA,15-May21-Jun,TBA,Off Campus Student FeesTuition - Category 8
 ,41154,CHEP,415*,02,OFF,3.0,Intern Practicum-Mozambique ,PRA,,TBA,20,16,TBA,01-Jun21-Jun,TBA,Off Campus Student FeesTuition - Category 8
 ,41155,CHEP,415*,03,OFF,3.0,Intern Practicum-Australia ,PRA,,TBA,20,18,TBA,01-Jun21-Jun,TBA,Off Campus Student FeesTuition - Category 8
 ,41371,CHEP,815,02,SK,3.0,Food Systems and Community HealthDepartmental Approval Required,LEC,MTWR,9:30-12:20,15,4,TBA,29-Apr16-May,HLTH 2330,On Campus Student FeesFee - Graduate Studies
 ,40143,CHEP,994,01,SK,7.5,Research ,SSI,,TBA,100,68,TBA,08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40203,CHEP,996,01,SK,7.5,Research ,SSI,,TBA,100,81,TBA,08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,41263,CMPT,141,01,SK,3.0,Introduction to Computer Science ,LEC,TR,11:30-14:20,60,19,Nisha   Puthiyedth (P),08-May21-Jun,THORV 205A,On Campus Student FeesScience Program TypeTuition - Category 3
 ,41264,CMPT,141,L01,SK,0.0,Introduction to Computer Science ,LAB,TR,15:00-16:20,30,4,TBA,08-MAY21-JUN,THORV S311,No Academic CreditOn Campus Student FeesScience Program TypeNo Tuition Assessed
 ,41265,CMPT,141,L03,SK,0.0,Introduction to Computer Science ,LAB,TR,16:30-17:50,30,15,TBA,08-MAY21-JUN,THORV S311,No Academic CreditOn Campus Student FeesScience Program TypeNo Tuition Assessed
 ,41442,CMPT,145*,01,SK,1.5,Principles of Computer Science ,LEC,TR,12:30-13:50,100,27,Luana d  Fragoso (P),08-May21-Jun,ARTS 102,1st Half of a Multi-term ClassOn Campus Student FeesScience Program TypeTuition - Category 3
 ,41443,CMPT,145,L01,SK,0.0,Principles of Computer Science ,LAB,T,11:00-12:20,35,12,TBA,08-MAY21-JUN,THORV S320,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesScience Program TypeNo Tuition Assessed
 ,41445,CMPT,145,L03,SK,0.0,Principles of Computer Science ,LAB,T,14:00-15:20,35,5,TBA,08-MAY21-JUN,THORV S320,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesScience Program TypeNo Tuition Assessed
 ,41446,CMPT,145,L05,SK,0.0,Principles of Computer Science ,LAB,R,14:00-15:20,35,15,TBA,08-MAY21-JUN,THORV S320,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesScience Program TypeNo Tuition Assessed
 ,40092,CMPT,214*,01,SK,3.0,Programming Principles and Practice ,LEC,TR,8:30-11:20,100,26,Janelle R  Berscheid (P),08-May21-Jun,ESB 18,On Campus Student FeesScience Program TypeTuition - Category 3
 ,41137,CMPT,214,T01,SK,0.0,Programming Principles and Practice ,TUT,TR,12:00-13:20,38,2,TBA,08-MAY21-JUN,THORV S311,No Academic CreditOn Campus Student FeesScience Program TypeNo Tuition Assessed
 ,41138,CMPT,214,T03,SK,0.0,Programming Principles and Practice ,TUT,TR,13:30-14:50,38,4,TBA,08-MAY21-JUN,THORV S311,No Academic CreditOn Campus Student FeesScience Program TypeNo Tuition Assessed
 ,41624,CMPT,214,T07,SK,0.0,Programming Principles and Practice ,TUT,TR,15:30-16:50,24,20,TBA,08-MAY21-JUN,THORV S320,No Academic CreditOn Campus Student FeesScience Program TypeNo Tuition Assessed
 ,40471,CMPT,270*,01,SK,3.0,Developing Object-Oriented Systems ,LEC,MWF,8:30-10:20,80,13,Kimberly A  MacKay (P),08-May21-Jun,THORV 124,On Campus Student FeesScience Program TypeTuition - Category 3
 ,41139,CMPT,270,T01,SK,0.0,Developing Object-Oriented Systems ,TUT,MWF,11:00-11:50,40,1,TBA,08-MAY21-JUN,THORV S311,No Academic CreditOn Campus Student FeesScience Program TypeNo Tuition Assessed
 ,41140,CMPT,270,T03,SK,0.0,Developing Object-Oriented Systems ,TUT,MWF,12:00-12:50,40,12,TBA,08-MAY21-JUN,THORV S311,No Academic CreditOn Campus Student FeesScience Program TypeNo Tuition Assessed
 ,40107,CMPT,401,U01,OFF,7.5,Professional Internship IDepartmental Approval Required,IN2,,TBA,45,21,Ellen K  Redlick (P),01-May30-Jun,NA ,Clinical placement / practicum1st Half of a Multi-term ClassNo Academic CreditOff Campus Student FeesScience Program TypeExclude from T2202A ProcessingTuition - Category 20
 ,41378,CMPT,402*,U01,OFF,7.5,Professional Internship II ,IN2,,TBA,45,45,Ellen K  Redlick (P),01-May30-Jun,NA ,Clinical placement / practicum1st Half of a Multi-term ClassNo Academic CreditOff Campus Student FeesScience Program TypeExclude from T2202A ProcessingTuition - Category 20
 ,40109,CMPT,403*,U01,OFF,7.5,Professional Internship III ,IN2,,TBA,45,42,Ellen K  Redlick (P),01-May30-Jun,NA ,Clinical placement / practicum1st Half of a Multi-term ClassNo Academic CreditOff Campus Student FeesScience Program TypeExclude from T2202A ProcessingTuition - Category 20
 ,40110,CMPT,404*,U01,OFF,7.5,Professional Internship IV ,IN2,,TBA,30,3,Ellen K  Redlick (P),01-May30-Jun,NA ,Clinical placement / practicum1st Half of a Multi-term ClassNo Academic CreditOff Campus Student FeesScience Program TypeExclude from T2202A ProcessingTuition - Category 20
 ,41523,CMPT,898,01,SK,3.0,Special Topics - Automated Agricultural AnalysisDepartmental Approval Required,RDG,,TBA,15,2,Kevin G  Stanley (P),01-May31-Aug,TBA,Audit Allowed with PermissionOn Campus Student FeesFee - Graduate Studies
 ,41710,CMPT,898,03,SK,3.0,Special Topics: Foundations of Games User ResearchDepartmental Approval Required,LEC,MTWRF,9:00-16:50,5,2,Regan L  Mandryk (P),24-Jun28-Jun,THORV S386,Audit Not AllowedOn Campus Student FeesFee - Graduate Studies
 ,40145,CMPT,994,01,SK,7.5,Research ,SSI,,TBA,100,21,Ian   McQuillan (P),08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40202,CMPT,996,01,SK,7.5,Research ,SSI,,TBA,50,3,Ian   McQuillan (P),08-May21-Jun,TBA,1st Half of a Multi-term ClassNo Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,40770,CORR,810,01,OFF,1.5,Evidence Based Best Practice in Corrections ,SSI,,TBA,2,0,Dean R  Carey (P),08-May26-Jun,TBA,Independent Studies Class1st Half of a Multi-term ClassOff Campus Student FeesNo Tuition Assessed
 ,40865,CORR,820,02,OFF,3.0,Law and Policy in Corrections ,SSI,,TBA,3,3,TBA,08-May21-Jun,TBA,Independent Studies ClassOff Campus Student FeesNo Tuition Assessed
 ,40866,CORR,830,02,OFF,4.0,Essential Elements of Forensic and Correctional Assessment ,SSI,,TBA,3,3,TBA,08-May21-Jun,TBA,Independent Studies ClassOff Campus Student FeesNo Tuition Assessed
 ,40867,CORR,840,02,OFF,3.0,Incorporating Effective Correctional Principles and Practices into Case Management ,SSI,,TBA,3,3,TBA,08-May21-Jun,TBA,Independent Studies ClassOff Campus Student FeesNo Tuition Assessed
 ,40862,CORR,850,01,OFF,7.0,Evidence Based Intervention with Criminal Offenders ,SSI,,TBA,3,1,Ross R  Keele (P),08-May21-Jun,TBA,Independent Studies ClassOff Campus Student FeesNo Tuition Assessed
 ,40863,CORR,860,01,OFF,3.0,Research and Evaluation of Effective Correctional Treatment Principles Practices and Interventions ,SSI,,TBA,3,3,Terri L  Simon (P),08-May21-Jun,TBA,Independent Studies ClassOff Campus Student FeesNo Tuition Assessed
 ,40769,CORR,870,01,OFF,1.5,Achieving Program Integrity Quality Assurance and Outcomes Through Clinical Supervision ,SSI,,TBA,3,3,Dean R  Carey (P),08-May26-Jun,NA NO_ROOM,Independent Studies Class1st Half of a Multi-term ClassOff Campus Student FeesNo Tuition Assessed
 ,41159,CREE,101,01,SK,6.0,Introductory Cree ,LEC,MTWRF,11:00-13:20,35,15,Randy   Morin (P),08-May21-Jun,KIRK 146,Humanities Program TypeOn Campus Student FeesTuition - Category 1
