 ,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Type,Days,Time,Cap,Avail,Instructor,Date (DD-MM),Location,Attribute
 ,28076,XCHG,000,36,OFF,15.0,On Academic Exchange Masaryk University in the Czech RepublicU of S Int'l Approval Required,XNA,,TBA,10,9,TBA,10-Feb29-Jun,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,28093,XCHG,000,37,OFF,15.0,On Academic Exchange Roskilde Universitet in DenmarkU of S Int'l Approval Required,XNA,,TBA,10,9,TBA,01-Feb29-Jun,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,28100,XCHG,000,38,OFF,15.0,On Academic Exchange University of canberra in AustraliaU of S Int'l Approval Required,XNA,,TBA,10,8,TBA,04-Feb25-May,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27380,XCHG,000,39,OFF,15.0,On Acad. Exch. YokohamaU of S Int'l Approval Required,XNA,,TBA,10,10,TBA,01-Jan05-Apr,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,26882,XCHG,000,40,OFF,15.0,On Acad Exch Univ EcotecU of S Int'l Approval Required,XNA,,TBA,10,10,TBA,01-Jan05-Apr,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27379,XCHG,000,41,OFF,15.0,On Acad. Exch. U. of CanberraU of S Int'l Approval Required,XNA,,TBA,10,10,TBA,01-Jan05-Apr,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27378,XCHG,000,42,OFF,15.0,On Acad. Exch. Uni. QueenslandU of S Int'l Approval Required,XNA,,TBA,10,10,TBA,01-Jan05-Apr,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27376,XCHG,000,43,OFF,15.0,On Acad. Exch. UC SvalbardU of S Int'l Approval Required,XNA,,TBA,10,10,TBA,01-Jan05-Apr,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27375,XCHG,000,44,OFF,15.0,On Acad. Exch. Lund UniversityU of S Int'l Approval Required,XNA,,TBA,10,10,TBA,01-Jan05-Apr,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27990,XCHG,000,45,OFF,15.0,On Academic Exchange Stockholms universitet in SwedenU of S Int'l Approval Required,XNA,,TBA,10,9,TBA,21-Jan06-May,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,28095,XCHG,000,46,OFF,15.0,On Academic Exchange Turun Yliopisto in FinlandU of S Int'l Approval Required,XNA,,TBA,10,10,TBA,01-Jan31-May,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,28101,XCHG,000,47,OFF,15.0,On Academic Exchange University of Canterbury in New ZealandU of S Int'l Approval Required,XNA,,TBA,10,10,TBA,01-Feb30-Jun,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,28103,XCHG,000,48,OFF,15.0,On Academic Exchange Eötvös Loránd Tudományegyetem in HungaryU of S Int'l Approval Required,XNA,,TBA,10,10,TBA,04-Feb05-Jul,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,28063,XCHG,000,49,OFF,15.0,On Academic Exchange Trinity College in IrelandU of S Int'l Approval Required,XNA,,TBA,10,9,TBA,14-Jan03-Jun,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27989,XCHG,000,50,OFF,15.0,On Academic Exchange Philipps-Universität Marburg in GermanyU of S Int'l Approval Required,XNA,,TBA,10,9,TBA,01-Apr30-Sep,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27450,XCHG,000,51,OFF,15.0,On Acad. Exch. Chung-Ang Uni.U of S Int'l Approval Required,XNA,,TBA,10,10,TBA,01-Jan05-Apr,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27372,XCHG,000,52,OFF,15.0,On Acad. Exch. Univ. of EssexU of S Int'l Approval Required,XNA,,TBA,10,10,TBA,01-Jan11-Mar,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27994,XCHG,000,54,OFF,15.0,On Academic Exchange University of Liverpool in United KingdomU of S Int'l Approval Required,XNA,,TBA,10,9,TBA,28-Jan19-Jul,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27371,XCHG,000,55,OFF,15.0,On Acad. Exch. Univ. of BirminU of S Int'l Approval Required,XNA,,TBA,10,10,TBA,01-Jan15-Mar,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,28069,XCHG,000,56,OFF,15.0,On Academic Exchange Université Catholique de Louvain in BelgiumU of S Int'l Approval Required,XNA,,TBA,10,9,TBA,01-Feb29-Jun,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,28102,XCHG,000,57,OFF,15.0,On Academic Exchange University of Essex in United KingdomU of S Int'l Approval Required,XNA,,TBA,10,8,TBA,14-Jan22-Mar,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,28001,XCHG,000,58,OFF,15.0,On Academic Exchange HAS Hogeschool in NetherlandsU of S Int'l Approval Required,XNA,,TBA,10,7,TBA,11-Feb19-Jul,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,28108,XCHG,000,59,OFF,15.0,On Academic Exchange at Technische Universität Darmstadt in Germany ,XNA,,TBA,10,9,TBA,01-Mar20-Jun,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,28091,XCHG,000,6,OFF,15.0,On Academic Exchange NEOMA Business School in France ,XNA,,TBA,10,9,TBA,15-Jan05-Jul,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27977,XCHG,000,60,OFF,15.0,On Academic Exchange Masarykova Univerzita v Brne - Czech RepublicU of S Int'l Approval Required,XNA,,TBA,10,10,TBA,08-Feb05-Jul,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27996,XCHG,000,61,OFF,15.0,On Academic Exchange Chung-Ang University in Republic of KoreaU of S Int'l Approval Required,XNA,,TBA,10,10,TBA,27-Feb21-Jun,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,28000,XCHG,000,62,OFF,15.0,On Academic Exchange HAAGA-HELIA Ammattikorkeakoulu in Finland ,XNA,,TBA,10,9,TBA,02-Jan14-Jun,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27369,XCHG,000,63,OFF,15.0,On Acad. Exch. Stockholm Uni.U of S Int'l Approval Required,XNA,,TBA,10,10,TBA,01-Jan05-Apr,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27993,XCHG,000,64,OFF,15.0,On Academic Exchange NEOMA Business School in FranceU of S Int'l Approval Required,XNA,,TBA,10,10,TBA,03-Jan21-Jun,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27385,XCHG,000,65,OFF,15.0,On Acad. Exch. Mahidol Uni.U of S Int'l Approval Required,XNA,,TBA,10,10,TBA,01-Jan31-Mar,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27368,XCHG,000,66,OFF,15.0,On Acad. Exch. Roskilde Uni. ,XNA,,TBA,10,10,TBA,01-Jan05-Apr,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,28090,XCHG,000,67,OFF,15.0,On Academic Exchange Nanyang Technological University in SingaporeU of S Int'l Approval Required,XNA,,TBA,10,8,TBA,13-Jan08-May,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27991,XCHG,000,68,OFF,15.0,On Academic Exchange Universidad de Guadalajara in MexicoU of S Int'l Approval Required,XNA,,TBA,10,10,TBA,04-Feb30-May,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,28099,XCHG,000,69,OFF,15.0,On Academic Exchange University of Birmingham in United KingdomU of S Int'l Approval Required,XNA,,TBA,10,7,TBA,14-Jan29-Mar,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27979,XCHG,000,70,OFF,15.0,Acad Exch Lunds Univ SwedenU of S Int'l Approval Required,XNA,,TBA,10,9,TBA,21-Jan09-Jun,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27997,XCHG,000,71,OFF,15.0,On Academic Exchange Univeristy of Queensland in AustraliaU of S Int'l Approval Required,XNA,,TBA,10,9,TBA,01-Feb30-Jun,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27999,XCHG,000,72,OFF,15.0,On Academic Exchange Fachhochschule Wiener Neustadt in Austria ,XNA,,TBA,10,8,TBA,11-Feb15-Jun,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27998,XCHG,000,73,OFF,15.0,On Academic Exchange Duale Hochschule Baden-Württemberg Stuttgart in Germany ,XNA,,TBA,10,9,TBA,01-Apr30-Jun,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,28089,XCHG,000,74,OFF,15.0,On Academic Exchange Masarykova Univerzita v Brne in Czech Republic ,XNA,,TBA,10,9,TBA,07-Feb30-Jun,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27980,XCHG,000,75,OFF,15.0,On Academic Exchange Vrije Universiteit Amsterdam in NetherlandsU of S Int'l Approval Required,XNA,,TBA,10,5,TBA,07-Jan29-Jun,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,28088,XCHG,000,76,OFF,15.0,On Academic Exchange Högskolan i Jönköping in SwedenU of S Int'l Approval Required,XNA,,TBA,10,8,TBA,14-Jan02-Jun,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27995,XCHG,000,77,OFF,15.0,On Academic Exchange University of Birmingham in United KingdomU of S Int'l Approval Required,XNA,,TBA,10,9,TBA,14-Jan29-Mar,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27367,XCHG,000,78,OFF,15.0,On Acad. Exch. NEOMA Bus. SU of S Int'l Approval Required,XNA,,TBA,10,10,TBA,01-Jan05-Apr,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27978,XCHG,000,80,OFF,15.0,on Academic Exchange Helsingin Yliopisto in FinlandU of S Int'l Approval Required,XNA,,TBA,10,9,TBA,01-Jan01-Jun,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27355,XCHG,000,93,OFF,15.0,On Acad. Exch. Kainsai Gaidai ,XNA,,TBA,10,10,TBA,01-Jan05-Apr,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27354,XCHG,000,95,OFF,15.0,On Acad. Exch. Hong Kong Bap. ,XNA,,TBA,10,10,TBA,01-Jan05-Apr,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27374,XCHG,000,98,OFF,15.0,On Acad. Exch. Jankoping Uni.U of S Int'l Approval Required,XNA,,TBA,10,10,TBA,01-Jan05-Apr,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,27373,XCHG,000,99,OFF,15.0,On Acad. Uni. Wiener Neu.U of S Int'l Approval Required,XNA,,TBA,10,10,TBA,01-Jan05-Apr,TBA,No Academic CreditOff Campus Student FeesTuition - Outbound ExchangeAcademic Exchange Program
 ,21973,AGMD,801,01,SK,3.0,Introduction to Occupational Health ,LEC,F,9:30-12:20,25,16,Catherine M  Trask (P),03-Jan05-Apr,HLTH 2254,Audit Allowed with PermissionOn Campus Student FeesFee - Graduate Studies
 ,27614,AREC,230,01,SK,3.0,Innovation and Entrepreneurship ,LEC,TR,13:00-14:20,80,6,Peter J  Slade (P),03-Jan05-Apr,ENG 2C40,Audit Allowed with PermissionOn Campus Student FeesTuition - Category 13
 ,26436,AREC,272*,01,SK,3.0,Introduction to Agricultural Economics ,LEC,MWF,9:30-10:20,85,4,Madeline G  Turland (P),03-Jan05-Apr,THORV 159,On Campus Student FeesTuition - Category 13
 ,26437,AREC,322*,01,SK,3.0,Agricultural Business Investment Analysis Finance and Risk ,LEC,MWF,8:30-9:20,66,8,Tristan D  Skolrud (P),03-Jan05-Apr,AGRI 5C61,On Campus Student FeesTuition - Category 13
 ,26438,AREC,322,L01,SK,0.0,Agricultural Business Investment Analysis Finance and Risk ,LAB,T,13:00-14:20,33,7,Tristan D  Skolrud (P),03-JAN05-APR,AGRI 3D67,No Academic CreditOn Campus Student FeesNo Tuition Assessed
 ,26439,AREC,322,L02,SK,0.0,Agricultural Business Investment Analysis Finance and Risk ,LAB,T,14:30-15:50,33,1,Tristan D  Skolrud (P),03-JAN05-APR,AGRI 3D67,No Academic CreditOn Campus Student FeesNo Tuition Assessed
 ,26440,AREC,330*,02,SK,3.0,Land Resource Economics ,LEC,TR,10:00-11:20,50,26,Hayley F  Hesseln (P),03-Jan05-Apr,AGRI 2C61,Community engaged learningOn Campus Student FeesTuition - Category 13
 ,26441,AREC,342*,01,SK,3.0,Industrial Organization of Agricultural Markets ,LEC,TR,10:00-11:20,70,5,James   Nolan (P),03-Jan05-Apr,AGRI 5C61,On Campus Student FeesTuition - Category 13
 ,26442,AREC,343*,01,SK,3.0,Grain and Livestock Marketing ,LEC,MWF,11:30-12:20,175,33,Robert G  Roy (P),03-Jan05-Apr,ARTS 241,On Campus Student FeesTuition - Category 13
 ,26443,AREC,344*,01,SK,3.0,Follow the Grain ,LEC,T,14:30-17:20,25,7,Richard S  Gray (P),03-Jan05-Apr,AGRI 2D77,Field-based instructionOn Campus Student FeesTuition - Category 13
 ,27661,AREC,354*,01,SK,3.0,Agribusiness Management Information Systems ,LEC,TR,13:00-14:20,30,7,Eric T  Micheels (P),03-Jan05-Apr,AGRI 2C61,On Campus Student FeesTuition - Category 13
 ,26449,AREC,356*,01,SK,3.0,The Economics of International Agribusiness ,LEC,MWF,9:30-10:20,35,-3,William A  Kerr (P),03-Jan05-Apr,AGRI 2E11,On Campus Student FeesTuition - Category 13
 ,26450,AREC,361*,02,SK,3.0,Intermediate Statistics and Decision Making ,LEC,MWF,11:30-12:20,28,2,Omid   Mirzaei (P),03-Jan05-Apr,AGRI 2D77,On Campus Student FeesTuition - Category 13
 ,26452,AREC,451*,01,SK,3.0,Agricultural Problems and Policies ,LEC,MWF,12:30-13:20,40,-4,Peter J  Slade (P),03-Jan05-Apr,AGRI 1E79,On Campus Student FeesTuition - Category 13
 ,27392,AREC,459*,01,SK,3.0,The Economics of Agricultural Innovation ,LEC,TR,10:00-11:20,30,0,Stuart J  Smyth (P),03-Jan05-Apr,AGRI 2D77,On Campus Student FeesTuition - Category 13
 ,26453,AREC,495*,02,SK,3.0,Agribusiness Venture Management ,LEC,TR,8:30-9:50,62,1,Kim K  Sanderson (P),03-Jan05-Apr,AGRI 2C61,Community engaged learningOn Campus Student FeesTuition - Category 13
 ,27981,AREC,837,01,SK,3.0,Non-market Valuation for Natural Resources and the Environment ,LEC,M,15:00-17:50,11,2,Patrick R  Lloyd-Smith (P),03-Jan10-Mar,EDUC 3133,Audit Allowed with PermissionOn Campus Student FeesFee - Graduate Studies
 ,27558,AREC,845,01,SK,3.0,Transportation Economics and Regulatory Policy ,LEC,W,13:00-15:50,10,7,James   Nolan (P),03-Jan05-Apr,AGRI 4C77,On Campus Student FeesFee - Graduate Studies
 ,26472,AREC,851,01,SK,3.0,Agricultural Policy ,LEC,TR,8:30-9:50,15,2,Peter J  Slade (P),03-Jan05-Apr,AGRI 1E69,On Campus Student FeesFee - Graduate Studies
 ,27559,AREC,890,1,SK,3.0,Research Procedures in Agricultural Economics ,LEC,R,13:00-15:50,10,3,Richard S  Gray (P),03-Jan05-Apr,AGRI 1E85,On Campus Student FeesFee - Graduate Studies
 ,26521,AREC,990,01,SK,0.0,Seminar ,SEM,F,14:30-17:20,40,14,Jill E  Hobbs (P),03-Jan05-Apr,AGRI 2E25,No Academic CreditOn Campus Student FeesNo Tuition Assessed
 ,26522,AREC,994,01,SK,15.0,Research ,SSI,,TBA,40,24,Richard S  Gray (P),03-Jan05-Apr,TBA,No Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,26523,AREC,996,01,SK,15.0,Research ,SSI,,TBA,40,31,Richard S  Gray (P),03-Jan05-Apr,TBA,No Academic CreditOn Campus Student FeesFee - Graduate Studies
 ,26653,AGRC,111,C60,PL,3.0,Discovery in Plant and Soil Sciences ,LEC,W,9:00-11:50,35,31,Sarah L  Lipoth (P),03-Jan05-Apr,YORK ,Distance Education UnitOff Campus-Parkland (Yorkton)Off Campus Student FeesTuition - Category 13
 ,23740,AGRC,111,W02,OFF,3.0,Discovery in Plant and Soil Sciences ,WEB,,TBA,50,12,Barb A  Stefanyshyn-Cote (P),03-Jan05-Apr,TBA,Distance Education UnitOff Campus Student FeesTuition - Category 13Class Is Offered On-Line Only
 ,23741,AGRC,111,W10,CU,3.0,Discovery in Plant and Soil Sciences ,WEB,,TBA,5,5,Barb A  Stefanyshyn-Cote (P),03-Jan05-Apr,MELF ,Distance Education UnitOff Campus-Cumberland CollegeOff Campus Student FeesTuition - Category 13Class Is Offered On-Line Only
 ,23742,AGRC,111,W16,PA,3.0,Discovery in Plant and Soil Sciences ,WEB,,TBA,10,9,Barb A  Stefanyshyn-Cote (P),03-Jan05-Apr,PA ,Distance Education UnitOff Campus-Prince AlbertOff Campus Student FeesTuition - Category 13Class Is Offered On-Line Only
 ,27189,AGRC,111,W40,NL,3.0,Discovery in Plant and Soil Sciences ,WEB,,TBA,5,5,Barb A  Stefanyshyn-Cote (P),03-Jan05-Apr,LARO ,Distance Education UnitOff Campus-Northlands CollegeOff Campus Student FeesTuition - Category 13Class Is Offered On-Line Only
 ,23744,AGRC,111,W50,NW,3.0,Discovery in Plant and Soil Sciences ,WEB,,TBA,5,4,Barb A  Stefanyshyn-Cote (P),03-Jan05-Apr,NB ,Distance Education UnitOff Campus-North West RC (NB)Off Campus Student FeesTuition - Category 13Class Is Offered On-Line Only
 ,20255,AGRC,112,01,SK,3.0,Animal Agriculture and Food Science ,LEC,MWF,11:30-12:20,270,17,Andrew G  Van Kessel (P), Yongfeng   Ai , Takuji   Tanaka ,03-Jan05-Apr,THORV 271,On Campus Student FeesTuition - Category 13
 ,20257,AGRC,112,L01,SK,0.0,Animal Agriculture and Food Science ,LAB,M,13:30-15:20,45,8,Colin D  Peterson (P), Yuanlong   Cao ,03-JAN05-APR,AGRI 2E17,No Academic CreditOn Campus Student FeesNo Tuition Assessed
 ,20259,AGRC,112,L02,SK,0.0,Animal Agriculture and Food Science ,LAB,M,15:30-17:20,45,4,Colin D  Peterson (P), Yuanlong   Cao ,03-JAN05-APR,AGRI 2E17,No Academic CreditOn Campus Student FeesNo Tuition Assessed
 ,20261,AGRC,112,L03,SK,0.0,Animal Agriculture and Food Science ,LAB,T,13:30-15:20,45,2,Colin D  Peterson (P), Yuanlong   Cao ,03-JAN05-APR,AGRI 2E17,No Academic CreditOn Campus Student FeesNo Tuition Assessed
 ,20262,AGRC,112,L04,SK,0.0,Animal Agriculture and Food Science ,LAB,T,15:30-17:20,45,0,Colin D  Peterson (P), Yuanlong   Cao ,03-JAN05-APR,AGRI 2E17,No Academic CreditOn Campus Student FeesNo Tuition Assessed
 ,20264,AGRC,112,L05,SK,0.0,Animal Agriculture and Food Science ,LAB,W,13:30-15:20,45,1,Colin D  Peterson (P), Yuanlong   Cao ,03-JAN05-APR,AGRI 2E17,No Academic CreditOn Campus Student FeesNo Tuition Assessed
 ,22802,AGRC,112,L06,SK,0.0,Animal Agriculture and Food Science ,LAB,W,15:30-17:20,45,2,Colin D  Peterson (P), Yuanlong   Cao ,03-JAN05-APR,AGRI 2E17,No Academic CreditOn Campus Student FeesNo Tuition Assessed
 ,24634,AGRC,112,W02,OFF,3.0,Animal Agriculture and Food Science ,WEB,,TBA,60,6,Dianne C  Winkelman-Sim (P),03-Jan05-Apr,TBA,Distance Education UnitOff Campus Student FeesTuition - Category 13Class Is Offered On-Line Only
 ,24636,AGRC,112,W10,CU,3.0,Animal Agriculture and Food Science ,WEB,,TBA,2,2,Dianne C  Winkelman-Sim (P),03-Jan05-Apr,MELF ,Distance Education UnitOff Campus-Cumberland CollegeOff Campus Student FeesTuition - Category 13Class Is Offered On-Line Only
 ,24637,AGRC,112,W20,GP,3.0,Animal Agriculture and Food Science ,WEB,,TBA,7,3,Dianne C  Winkelman-Sim (P),03-Jan05-Apr,SWIF ,Distance Education UnitOff Campus-Great Plains (SC)Off Campus Student FeesTuition - Category 13Class Is Offered On-Line Only
 ,27190,AGRC,112,W40,NL,3.0,Animal Agriculture and Food Science ,WEB,,TBA,2,2,Dianne C  Winkelman-Sim (P),03-Jan05-Apr,LARO ,Distance Education UnitOff Campus-Northlands CollegeOff Campus Student FeesTuition - Category 13Class Is Offered On-Line Only
 ,24638,AGRC,112,W50,NW,3.0,Animal Agriculture and Food Science ,WEB,,TBA,2,1,Dianne C  Winkelman-Sim (P),03-Jan05-Apr,NB ,Distance Education UnitOff Campus-North West RC (NB)Off Campus Student FeesTuition - Category 13Class Is Offered On-Line Only
 ,24640,AGRC,112,W96,SP,3.0,Animal Agriculture and Food Science ,WEB,,TBA,7,2,Dianne C  Winkelman-Sim (P),03-Jan05-Apr,MUEN ,Distance Education UnitOff Campus Student FeesSt Peters College -Muenster SKTuition - Category 13Class Is Offered On-Line Only
 ,20266,AGRC,113,01,SK,3.0,Agri Food Issues and Institutions ,LEC,TR,11:30-12:50,300,44,Hayley F  Hesseln (P),03-Jan05-Apr,THORV 105,On Campus Student FeesTuition - Category 13
 ,26617,AGRC,113,W02,OFF,3.0,Agri Food Issues and Institutions ,WEB,,TBA,45,-5,Hayley F  Hesseln (P),03-Jan05-Apr,TBA,Distance Education UnitOff Campus Student FeesTuition - Category 13Class Is Offered On-Line Only
